area,name,address,number
평택시,삼영화물,"경기도 평택시 평남로 280-25, 1층 (통복동)",031-9298-2233
평택시,전국익스프레스,경기도 평택시 평남로 280-25 (통복동),031-0608-8402
평택시,평택포장이사 한일익스프레스,경기도 평택시 둥구재길 30 (이충동),031-3588-5832
평택시,월드익스프레스,경기도 평택시 탄현로 417,없음031-434-5699
평택시,그린이사몰,경기도 평택시 진위면 삼남로 669,031-4332-1647
평택시,(주)와이제이티엔티,경기도 평택시 포승읍 석정로 266-9 (주)서광물류센터,031-449-2526
안산시,코리아물류메니저,"경기도 안산시 단원구 산단로 326, 원곡유통상가 지하상가동 지층 사-7호 (원곡동)",031-976-2526
안산시,성공익스프레스,경기도 안산시 상록구 양지마을길 10-5 (사사동),031-2074-8798
안산시,이상철,경기도 안산시 상록구 성안1길 26 (사동),031-482-8282
안산시,에델바이스이사도라,경기도 안산시 상록구 선진4길 35 (사동),1599-2429
안산시,(주)삼호종합물류,"경기도 안산시 상록구 항가울로 286, 301호 (사동)",031-4260-9631
안산시,한솔익스프레스,경기도 안산시 상록구 정재로6길 10 (부곡동),031-419-6666
안산시,OK우리집익스프레스,"경기도 안산시 단원구 와동로 69-1, 103호 (와동)",031-413-9009
안산시,삼호물류24,"경기도 안산시 단원구 석수로 120-1, 103호 (선부동)",031-4687-8974
평택시,OK 이사이사,경기도 평택시 팽성읍 팽성대교길 51,031-9153-6157
평택시,(주)대원물류,"경기도 평택시 고덕면 방축3길 89, 2동",031-8712-5066
평택시,으뜸원익스프레스,"경기도 평택시 진위면 삼남로 700, 104호",031-3082-3053
평택시,화물연구소,경기도 평택시 팽성읍 추팔산단로 33-2,031-421-2526
평택시,에스비물류,"경기도 평택시 울성1로 169, 401호 (지제동)",031-5794-3589
평택시,(주)제이디플래닛,경기도 평택시 고덕면 고덕북로 189 (주)한미물류 비동,031-434-3249
평택시,민성전국화물(주),"경기도 평택시 진위면 남부대로 623, 2층",031-1904-8488
안산시,대경익스프레스,경기도 안산시 상록구 벌터길 2 (양상동),031-415-2479
안산시,에이스 이삿짐센터,"경기도 안산시 단원구 풍전로 37-9, 트리플렉스 에이단지 304동 222호 (원곡동)",031-4563-9746
안산시,대한이사클럽,경기도 안산시 단원구 화정천서로6길 5 (선부동),031-410-2482
안산시,전국제일화물,"경기도 안산시 상록구 항가울로 52, 명인빌딩 3층 (사동)",031-8299-4768
안산시,대승익스프레스,"경기도 안산시 상록구 성포로 30, 사이버스튜디오 313호 (성포동)",031-4504-4154
안산시,대우익스프레스,경기도 안산시 상록구 매화로2길 11-3 (이동),031-1507-8897
안산시,이사특공대,경기도 안산시 단원구 원일길 14 (원곡동),031-484-4424
안산시,OK익스프레스,"경기도 안산시 단원구 화정천서로 181, 1층 (초지동)",031-411-2433
안산시,제일익스프레스,경기도 안산시 상록구 각골동로2길 1 (본오동),031-417-2455
안산시,뉴백년익스프레스,"경기도 안산시 상록구 영화4길 20-1, 102호 (사동)",031-5483-2081
안산시,하은익스프레스,"경기도 안산시 상록구 정재로11길 23 (부곡동, 1층 상가)",031-438-2459
안산시,이사친구,경기도 안산시 단원구 신촌5길 31 (초지동),031-134-2342
안산시,노블리안24,경기도 안산시 단원구 석수로 82-1 (선부동),031-234-2526
안산시,스마일2424,경기도 안산시 단원구 신길중앙로5길 24-2 (신길동),031-444-2526
안산시,일등익스프레스,"경기도 안산시 단원구 인현3길 23, 현대연립 상가동 1층 101호 (고잔동)",031-434-2526
안산시,ok2424(수원점),경기도 안산시 상록구 성안2길 31 (사동),031-416-2400
안산시,현대이사몰,경기도 안산시 상록구 송호1길 55 (이동),031-501-3535
안산시,양지익스프레스,경기도 안산시 단원구 지곡로2길 27-8 (선부동),031-434-2526
